temperatura,vibracao,corrente_eletrica,rotacao,carga_maquina,tempo_operacao_horas,turno,tipo_equipamento,historico_manutencao,dias_desde_ultima_manutencao,falha_ocorrida,tempo_ate_falha_horas
74.77,2.055,24.91,2132.0,53.29,2826.5,tarde,compressor,1,60.9,0,653.1
85.31,3.039,33.58,2002.0,78.38,4003.8,noite,compressor,2,37.0,0,411.8
77.11,3.382,30.08,2276.0,86.15,755.1,manha,bomba,4,54.0,0,314.0
78.96,2.947,29.67,2802.0,72.52,6570.9,manha,CNC,2,25.3,0,695.4
85.97,3.377,38.02,2646.0,86.53,1796.0,manha,CNC,3,48.4,0,439.8
79.29,1.978,30.23,2143.0,65.1,706.3,tarde,compressor,0,23.0,0,591.2
75.8,1.841,31.8,2123.0,58.06,2646.1,manha,compressor,2,25.2,0,763.0
86.54,3.625,34.88,2668.0,90.1,4002.7,manha,CNC,2,64.7,0,240.0
78.84,2.632,28.4,1868.0,53.41,3313.4,tarde,compressor,1,7.6,0,370.6
74.61,1.902,26.41,1941.0,42.14,3279.0,manha,compressor,2,23.2,0,673.5
72.48,2.392,35.23,2322.0,71.29,3140.6,tarde,compressor,2,30.8,0,240.0
79.97,2.823,34.57,2078.0,71.71,2502.5,manha,compressor,3,40.8,0,916.1
77.47,2.662,30.21,2449.0,67.43,752.8,noite,bomba,1,79.2,0,544.5
79.97,2.75,34.93,2175.0,87.63,2024.6,tarde,compressor,3,39.7,0,513.4
77.64,3.176,33.03,1151.0,73.0,1850.3,manha,prensa,2,132.0,0,419.0
88.02,2.441,38.96,1084.0,78.03,4885.3,manha,prensa,1,34.0,0,504.6
75.62,2.411,32.61,2229.0,73.7,4253.1,tarde,bomba,2,8.3,0,668.2
75.08,2.065,28.43,1958.0,60.68,1695.7,noite,compressor,3,24.4,0,746.4
68.79,2.282,25.02,2304.0,47.07,3639.6,manha,bomba,0,64.1,0,680.0
79.94,2.289,33.24,1431.0,79.48,2210.7,manha,esteira,3,25.2,0,768.5
71.67,2.659,27.59,2262.0,48.23,657.1,manha,bomba,2,33.3,0,520.7
87.23,2.974,31.72,1615.0,77.52,342.9,tarde,esteira,4,113.4,0,270.7
83.03,2.943,36.97,2523.0,84.47,3388.5,noite,bomba,3,135.5,0,240.0
85.77,3.444,35.7,2287.0,93.07,1110.7,tarde,bomba,3,17.2,0,508.7
72.9,2.809,35.46,1868.0,74.39,1107.2,manha,compressor,3,46.1,0,398.9
72.93,3.066,33.12,1513.0,76.13,1441.1,noite,esteira,5,63.1,0,318.9
91.4,2.967,35.71,2786.0,88.44,3432.9,noite,CNC,4,98.0,1,1.0
81.51,2.918,25.67,2225.0,66.79,4286.7,manha,bomba,2,39.4,0,424.0
79.77,3.659,31.36,1326.0,72.09,4234.0,manha,esteira,7,62.7,0,436.6
73.63,2.452,24.14,2326.0,33.76,595.3,manha,CNC,3,109.1,0,832.1
78.4,2.823,35.16,2419.0,85.21,1399.4,noite,bomba,4,55.2,0,551.6
71.43,2.175,23.68,2551.0,26.44,1248.1,tarde,CNC,1,4.3,0,820.0
73.39,2.316,31.28,1625.0,73.22,3431.4,tarde,esteira,3,45.8,0,488.8
77.59,2.74,32.17,2756.0,65.46,1414.6,noite,CNC,0,29.0,0,497.0
91.57,3.885,32.27,1440.0,76.45,2111.2,manha,prensa,2,30.6,0,319.9
62.58,1.622,24.1,2797.0,26.35,3615.0,manha,CNC,0,32.5,0,770.6
73.83,2.222,26.55,1055.0,34.63,2372.5,manha,prensa,2,7.4,0,736.8
85.74,4.086,34.67,1423.0,79.81,2819.5,noite,esteira,4,129.8,0,240.0
82.99,3.828,37.74,2508.0,89.48,2062.9,tarde,bomba,4,102.0,0,240.0
83.02,2.981,28.01,1289.0,54.6,4032.3,manha,esteira,1,142.2,0,240.0
76.69,2.287,31.4,1392.0,70.92,4266.6,manha,esteira,2,184.5,0,240.0
72.97,2.116,25.86,1223.0,43.31,3139.7,noite,prensa,4,61.2,0,831.6
89.18,3.852,40.31,2607.0,94.84,4276.6,noite,CNC,1,36.6,0,326.8
81.79,3.166,33.39,2375.0,74.38,8619.6,tarde,bomba,4,73.2,0,405.5
97.55,3.139,35.38,2525.0,89.24,3578.4,manha,CNC,2,75.3,0,240.0
79.97,3.771,36.86,2264.0,93.77,2257.3,noite,bomba,1,36.5,0,385.6
91.73,3.599,36.34,2685.0,92.27,2858.9,noite,CNC,1,35.7,0,371.7
72.8,2.704,34.25,2354.0,80.6,4527.8,tarde,bomba,2,50.7,0,495.3
68.47,3.144,33.08,2682.0,79.23,1782.0,tarde,bomba,3,33.8,0,502.3
85.96,3.011,33.54,1909.0,87.27,1689.3,noite,compressor,0,75.8,0,520.4
76.4,1.623,26.68,2404.0,55.68,2829.8,noite,bomba,0,20.2,0,473.9
88.2,3.2,34.81,1316.0,86.45,2231.5,tarde,esteira,3,87.1,0,302.4
83.9,2.183,34.38,1535.0,68.67,1239.4,tarde,esteira,6,121.3,0,402.4
75.37,2.303,22.6,2296.0,43.66,2571.4,manha,bomba,5,204.0,0,421.1
88.13,3.211,36.4,2385.0,85.42,5065.0,noite,bomba,3,137.0,0,240.0
80.11,3.339,32.21,1060.0,54.36,3077.8,tarde,prensa,2,202.1,0,240.0
74.4,2.409,26.17,2409.0,33.35,1069.4,manha,CNC,2,76.6,0,695.0
66.92,2.088,27.17,2828.0,49.15,3371.1,manha,CNC,1,17.3,0,553.7
79.21,2.506,33.89,2748.0,80.44,1953.5,noite,CNC,2,58.2,0,644.0
77.29,2.445,26.19,2420.0,36.33,7033.0,noite,bomba,2,175.2,0,240.0
75.78,1.94,26.79,2140.0,29.56,3215.3,noite,compressor,1,134.3,0,606.3
74.2,2.267,27.59,1542.0,44.22,1576.2,tarde,esteira,3,43.9,0,812.6
73.48,1.969,29.24,2486.0,56.02,3520.5,noite,bomba,3,9.5,0,727.4
71.25,2.663,28.69,1943.0,42.41,2683.9,noite,compressor,0,74.0,0,724.7
88.7,2.584,37.42,1159.0,90.48,4789.5,manha,prensa,7,16.4,0,424.3
67.61,2.761,28.27,1670.0,54.81,1683.4,manha,esteira,0,72.7,0,464.6
94.51,3.619,39.61,2860.0,96.18,3211.0,noite,CNC,3,78.5,0,457.4
84.58,2.867,35.06,2080.0,87.49,753.4,manha,compressor,4,130.2,0,525.0
82.07,2.824,41.4,1656.0,83.66,2504.1,tarde,compressor,3,10.6,0,359.8
87.17,3.337,36.39,2666.0,86.96,1048.4,tarde,CNC,1,98.6,0,240.0
77.09,2.465,32.85,2826.0,75.52,2630.7,tarde,CNC,1,51.1,0,640.8
75.17,3.3,32.27,1145.0,62.52,2986.8,manha,prensa,1,152.0,0,518.0
81.27,3.458,30.87,1912.0,51.7,3138.5,noite,compressor,3,94.4,0,392.4
70.06,2.938,26.35,2205.0,49.55,1681.8,manha,compressor,4,61.5,1,150.1
66.92,1.759,19.94,1478.0,32.48,2550.4,noite,esteira,2,28.3,0,953.7
84.38,3.899,35.55,2325.0,88.63,4453.0,manha,bomba,3,54.8,0,384.6
71.93,3.262,30.42,957.0,59.71,5931.6,tarde,prensa,3,114.2,0,286.7
69.07,2.27,27.24,1297.0,57.53,2603.6,noite,esteira,1,55.0,0,514.3
79.74,2.838,30.66,2173.0,61.74,4523.0,manha,compressor,3,53.7,0,531.1
89.61,3.312,36.09,1910.0,86.44,1314.9,manha,compressor,5,55.7,0,370.8
62.64,2.115,17.85,1468.0,20.15,1855.1,noite,prensa,3,36.6,0,886.4
72.35,2.013,32.88,1787.0,70.35,2777.8,manha,esteira,6,25.9,0,574.0
81.48,3.279,34.35,1109.0,70.55,2240.6,manha,prensa,6,29.2,0,595.1
71.57,2.662,24.37,2553.0,32.7,2097.6,tarde,CNC,3,59.3,0,587.2
79.56,3.805,30.5,1565.0,60.08,4254.8,noite,esteira,2,101.6,0,240.0
77.23,1.774,29.73,2605.0,65.52,1172.0,tarde,bomba,1,65.0,0,663.6
79.85,3.13,33.73,2640.0,78.52,1255.2,tarde,CNC,0,115.7,0,479.9
87.88,3.038,37.22,2265.0,86.28,931.0,noite,bomba,2,135.8,0,240.0
77.25,3.289,26.53,2285.0,57.1,2828.2,tarde,bomba,0,182.3,0,240.0
85.87,3.925,31.83,2599.0,76.78,1951.9,tarde,CNC,1,172.3,0,240.0
65.44,2.098,19.43,2010.0,24.66,4019.5,tarde,compressor,4,18.4,0,666.8
66.34,1.811,27.04,1665.0,34.09,2684.7,manha,esteira,2,82.4,0,435.3
76.26,2.226,27.93,2005.0,51.87,1656.2,manha,compressor,1,41.4,0,553.0
61.52,2.053,27.4,2157.0,36.17,1493.7,tarde,compressor,1,30.3,0,503.4
81.13,2.699,30.04,2199.0,58.94,345.7,manha,compressor,2,48.3,0,445.8
81.59,3.439,35.94,2035.0,69.15,2156.9,tarde,compressor,1,145.2,0,311.2
76.8,4.318,39.95,1165.0,95.02,1059.2,manha,prensa,3,114.6,0,306.6
70.84,2.123,24.51,1495.0,43.63,4312.6,tarde,esteira,4,59.7,0,605.2
76.79,3.229,31.94,2519.0,68.41,1891.8,manha,CNC,3,91.3,0,534.0
60.05,1.457,17.67,1334.0,13.84,814.7,tarde,prensa,3,75.1,0,699.3
80.86,1.845,29.7,1476.0,53.38,4806.5,noite,esteira,4,48.4,0,695.8
86.7,3.589,37.79,2049.0,83.68,2176.9,manha,compressor,2,33.6,0,391.2
64.18,1.95,25.78,1372.0,26.69,3359.0,manha,esteira,3,54.7,0,479.6
79.58,2.632,35.34,2888.0,71.99,1671.6,manha,CNC,0,95.3,0,583.2
81.58,2.938,31.2,1267.0,59.98,4901.0,noite,prensa,2,155.8,0,240.0
74.46,2.756,34.5,2198.0,79.23,1362.1,manha,bomba,4,83.0,0,498.7
91.39,3.022,34.27,2469.0,80.26,1951.3,noite,bomba,3,38.5,0,567.2
83.44,3.093,40.25,2577.0,90.3,626.2,manha,CNC,4,27.1,0,427.7
91.1,2.682,33.46,1084.0,81.05,4833.0,manha,prensa,0,73.3,0,510.3
79.61,2.453,34.01,2557.0,88.63,1537.2,noite,CNC,1,10.9,0,599.8
85.22,3.639,29.89,2612.0,68.37,2868.2,tarde,CNC,1,247.5,0,240.0
69.09,2.788,29.81,2612.0,50.75,3111.8,manha,CNC,1,81.9,0,729.8
59.69,2.13,26.59,1452.0,40.24,4389.0,noite,esteira,2,129.5,0,470.8
83.02,2.325,33.01,2655.0,69.03,2740.7,manha,CNC,2,110.0,0,598.2
78.86,2.873,31.44,1342.0,62.83,2257.9,manha,prensa,5,81.0,0,548.9
68.63,1.353,22.81,2678.0,39.47,4133.1,tarde,bomba,1,77.6,0,334.4
70.89,3.188,35.51,2571.0,85.19,3081.4,tarde,CNC,1,98.7,0,298.5
68.72,2.506,28.15,2590.0,41.41,2047.2,noite,CNC,2,45.3,0,695.8
77.86,2.629,28.05,2642.0,61.07,4956.6,manha,CNC,1,60.5,0,240.0
80.33,2.716,32.96,2440.0,85.63,3222.9,noite,bomba,3,102.4,0,293.2
68.13,2.461,26.3,1690.0,43.23,995.6,tarde,esteira,2,18.3,0,933.8
84.06,3.573,38.37,2465.0,91.27,5467.2,noite,CNC,2,59.0,0,286.2
74.54,2.872,35.15,1822.0,79.22,1643.8,noite,esteira,4,54.1,0,338.1
77.91,3.161,34.63,2492.0,70.53,4376.6,noite,CNC,2,10.2,0,483.2
59.52,1.907,24.84,1632.0,39.59,825.8,tarde,esteira,1,86.4,0,993.7
81.37,2.863,28.3,1310.0,66.11,4118.4,manha,prensa,5,68.7,0,314.2
72.23,2.719,29.43,1346.0,55.33,1040.0,tarde,esteira,1,59.0,0,382.8
80.07,2.489,33.06,2403.0,63.23,2697.1,tarde,bomba,2,115.3,0,642.8
73.9,2.625,23.76,1261.0,38.82,3170.5,tarde,esteira,2,103.5,0,685.3
72.08,2.057,26.3,2507.0,44.96,2074.8,noite,CNC,1,108.7,0,507.2
68.7,2.509,28.15,2635.0,73.93,2424.3,manha,CNC,3,54.7,0,562.5
73.62,2.588,28.87,2674.0,58.23,1202.0,noite,CNC,0,44.3,0,727.1
62.99,2.734,25.96,2547.0,29.2,3874.0,manha,bomba,3,67.6,0,801.5
88.43,3.194,34.93,1393.0,87.18,2783.5,noite,esteira,1,80.5,0,528.0
78.8,2.32,31.17,2431.0,75.88,1356.7,manha,bomba,5,93.8,0,369.3
81.23,2.922,37.16,1642.0,76.46,2847.1,manha,esteira,5,30.2,0,495.4
89.79,2.952,36.89,2603.0,84.44,2899.8,noite,CNC,2,77.0,0,888.9
71.22,2.883,29.14,1475.0,54.52,2495.4,noite,esteira,2,123.9,0,649.2
81.05,2.987,34.87,2467.0,81.05,349.7,noite,CNC,1,33.4,0,772.4
76.51,1.854,29.83,2453.0,65.95,1890.3,noite,CNC,3,9.7,0,829.6
90.67,3.056,36.04,1407.0,90.29,3840.1,manha,esteira,4,5.1,0,442.5
84.36,2.361,35.51,1406.0,68.18,3274.4,noite,prensa,2,44.0,0,497.0
76.02,3.446,32.61,2586.0,79.83,3217.2,manha,bomba,2,25.9,0,427.8
71.97,1.881,30.81,2789.0,52.15,2770.9,tarde,CNC,2,84.0,0,762.4
70.99,2.414,27.62,2426.0,47.25,4097.0,tarde,bomba,2,74.9,0,627.4
71.38,1.944,30.65,2740.0,61.16,1637.4,manha,CNC,5,12.2,0,562.4
73.55,3.338,24.24,1155.0,48.59,1416.4,tarde,prensa,1,120.3,0,311.0
69.79,1.663,27.8,1444.0,48.96,6245.3,noite,esteira,2,35.7,0,924.5
78.36,3.674,32.8,2405.0,73.85,1526.6,manha,CNC,0,28.8,0,353.9
79.05,2.698,29.64,2667.0,73.43,969.9,noite,CNC,0,72.4,0,531.3
89.53,3.0,37.38,2695.0,92.26,2051.3,tarde,CNC,3,41.5,0,514.3
83.32,3.83,36.09,1126.0,91.05,2551.2,manha,prensa,5,68.0,0,378.9
62.99,2.324,23.67,2180.0,29.27,4112.1,tarde,compressor,4,52.8,0,431.0
80.67,2.799,33.29,1631.0,84.95,1892.9,manha,esteira,5,129.2,0,240.0
80.82,2.789,33.8,2241.0,87.56,1882.9,manha,bomba,2,69.1,0,422.6
79.44,2.156,29.17,2707.0,55.24,2409.7,tarde,bomba,0,48.4,0,359.7
86.04,2.765,34.79,2710.0,84.86,1691.2,manha,CNC,3,57.6,0,743.6
88.47,3.633,34.16,1410.0,79.9,833.4,manha,prensa,4,112.2,0,471.2
85.97,3.081,32.36,1997.0,79.85,1026.2,noite,compressor,1,30.5,0,600.6
62.54,2.552,24.39,2562.0,37.58,4746.8,manha,bomba,0,87.0,0,508.3
77.24,2.807,34.63,2465.0,76.53,3617.9,noite,bomba,0,59.9,0,478.2
63.85,2.514,25.27,2351.0,38.34,2359.7,noite,bomba,3,61.2,0,820.7
91.41,2.999,36.27,1081.0,89.62,3268.2,manha,prensa,5,26.0,0,240.0
86.22,2.742,31.97,2627.0,83.26,3680.2,tarde,CNC,4,44.2,0,682.1
83.42,2.712,33.82,2506.0,85.56,1580.0,manha,bomba,3,37.8,0,713.0
75.9,3.434,29.69,2094.0,64.8,1193.3,tarde,compressor,2,59.7,0,586.9
82.11,2.986,37.11,2082.0,83.69,4471.9,manha,compressor,3,19.0,0,325.2
72.66,2.198,32.99,2615.0,67.74,430.5,noite,CNC,1,8.8,0,553.3
75.76,2.481,28.8,2478.0,51.79,3298.6,manha,CNC,1,41.3,1,207.2
75.08,2.621,27.17,2636.0,50.44,2674.9,tarde,CNC,2,113.6,0,633.6
82.6,2.562,34.27,1934.0,65.65,4220.2,manha,compressor,1,81.9,0,581.1
74.75,1.99,27.91,2194.0,43.47,3369.2,manha,compressor,4,55.4,0,747.0
85.85,3.389,31.57,2502.0,86.01,3256.1,tarde,bomba,3,27.5,0,597.0
76.14,1.727,33.53,2653.0,62.57,1278.1,tarde,bomba,1,4.6,0,775.4
83.59,3.323,31.5,2022.0,66.22,3761.3,noite,compressor,1,35.5,0,519.3
82.56,2.697,34.33,2074.0,69.4,3065.0,manha,compressor,1,50.2,0,792.9
71.36,1.224,30.1,2484.0,57.4,1394.2,manha,CNC,0,23.2,0,815.6
87.84,3.683,34.97,2298.0,94.25,2689.4,manha,bomba,2,77.9,0,343.8
80.91,3.28,31.44,2078.0,69.39,1098.3,manha,compressor,3,76.6,0,370.8
81.82,3.373,31.18,2641.0,83.14,2160.8,noite,CNC,5,40.8,0,504.1
85.73,3.436,33.45,1968.0,80.86,7680.0,noite,compressor,5,52.3,0,349.4
80.94,2.556,30.65,2001.0,59.85,1230.3,noite,compressor,1,51.6,0,659.6
74.61,2.133,27.69,2682.0,49.1,826.9,manha,CNC,3,73.1,0,658.2
81.13,2.228,31.34,2384.0,72.54,1035.2,tarde,bomba,1,29.8,0,616.0
86.35,3.94,34.23,2463.0,81.17,2141.7,noite,bomba,3,235.3,1,1.0
70.81,1.693,24.23,1562.0,34.71,3512.6,manha,esteira,4,18.9,0,901.7
73.39,1.915,27.8,2345.0,44.56,2453.6,tarde,bomba,1,30.1,0,695.5
76.16,2.465,31.99,2544.0,76.26,916.7,manha,bomba,3,66.1,0,749.1
87.03,3.966,36.25,1871.0,87.98,3486.2,manha,compressor,4,157.3,0,240.0
67.3,2.631,25.0,1483.0,52.15,566.6,noite,esteira,2,38.4,0,828.2
78.55,3.041,33.86,2273.0,90.29,992.7,manha,bomba,4,26.7,0,344.0
88.68,2.189,33.71,2047.0,63.32,1645.9,noite,compressor,2,46.9,0,651.5
91.95,3.428,39.66,2532.0,88.88,4382.6,manha,bomba,4,88.7,0,240.0
72.7,2.451,22.74,2086.0,23.34,2513.5,manha,compressor,2,91.7,0,558.9
84.66,3.499,34.48,2148.0,83.43,2573.9,manha,bomba,6,81.7,0,389.3
75.35,3.055,29.95,1425.0,66.55,928.2,manha,esteira,3,168.0,0,240.0
77.04,3.166,35.66,1251.0,74.68,1754.0,tarde,prensa,1,92.0,0,351.7
82.92,4.604,26.55,1230.0,78.71,4021.9,manha,prensa,2,104.1,0,361.6
76.57,2.455,36.37,2342.0,69.42,2949.9,tarde,bomba,4,110.8,0,301.9
75.3,2.994,27.97,2504.0,50.56,3560.6,noite,bomba,0,24.3,0,531.7
72.44,2.432,23.19,1601.0,54.71,2350.3,manha,esteira,2,51.0,0,622.8
82.68,3.911,37.14,2061.0,68.29,4047.0,manha,compressor,2,30.5,0,502.9
83.02,2.234,31.74,1552.0,91.8,923.9,tarde,esteira,3,32.8,0,450.2
71.97,3.45,27.91,2382.0,73.28,2109.8,noite,bomba,1,43.7,0,572.3
84.28,4.105,34.49,2620.0,88.58,3213.4,tarde,CNC,3,72.0,0,408.6
84.14,3.177,33.82,2630.0,78.4,713.2,manha,CNC,2,152.5,1,1.0
69.99,1.63,28.11,1652.0,42.97,269.0,tarde,esteira,1,86.3,0,711.0
67.05,3.311,22.36,2667.0,29.23,6248.5,tarde,CNC,1,76.3,0,479.4
85.5,3.151,36.41,2063.0,95.29,2534.6,manha,compressor,3,44.4,0,521.1
87.69,4.417,38.02,1965.0,97.78,658.0,manha,compressor,1,162.3,0,240.0
64.96,2.95,25.93,2738.0,46.37,2495.6,noite,CNC,5,17.7,0,619.6
75.96,2.641,31.99,2113.0,54.91,1003.4,manha,compressor,2,93.5,0,427.9
78.24,2.178,34.32,1542.0,72.21,1277.8,manha,esteira,1,9.7,0,738.5
73.51,3.439,27.8,2589.0,56.24,4467.5,manha,CNC,2,62.8,0,471.9
78.55,3.072,35.12,1486.0,89.25,1672.6,tarde,esteira,3,111.5,0,240.0
75.27,1.894,24.29,1439.0,52.81,1663.7,tarde,esteira,0,58.0,0,633.2
84.98,1.826,32.73,1866.0,64.21,980.0,manha,compressor,2,131.0,0,593.6
68.71,2.639,26.19,2868.0,44.33,1909.8,tarde,CNC,1,27.5,0,691.2
58.44,1.355,20.72,2634.0,16.72,2635.2,tarde,bomba,1,4.3,0,983.1
83.29,3.424,38.29,2675.0,92.34,1671.3,manha,CNC,1,19.0,0,380.0
81.01,3.083,34.06,2107.0,62.58,7175.7,noite,compressor,3,45.2,0,628.4
84.35,3.993,36.59,1193.0,92.9,1160.2,manha,prensa,0,72.2,0,623.4
67.13,2.963,28.28,1328.0,52.76,1155.4,manha,prensa,0,35.0,0,859.4
76.02,1.82,31.38,1529.0,53.8,1860.6,noite,esteira,1,63.0,0,975.9
88.12,3.567,35.52,2037.0,84.47,6693.9,noite,compressor,3,82.3,0,240.0
82.81,2.827,31.47,2285.0,67.26,3594.8,manha,bomba,1,29.0,0,442.2
81.22,3.472,40.82,1752.0,87.4,1635.1,noite,esteira,1,29.7,0,696.2
75.44,2.154,25.22,1964.0,36.91,1636.0,tarde,compressor,0,15.7,0,732.8
80.78,3.204,37.47,2483.0,78.88,1129.4,manha,bomba,0,131.1,0,240.0
79.51,3.387,32.1,2499.0,74.98,1825.8,noite,CNC,1,133.1,0,273.8
81.4,2.797,34.57,2373.0,85.35,2073.1,noite,CNC,0,62.6,0,420.0
91.06,2.92,32.96,2521.0,90.85,3498.7,manha,bomba,3,20.5,0,548.8
87.0,3.671,38.3,2599.0,91.76,3076.9,tarde,CNC,2,147.9,0,240.0
89.84,3.522,38.31,2477.0,90.2,1787.2,manha,CNC,1,29.7,0,561.4
67.33,2.824,26.09,1613.0,44.52,5313.3,manha,esteira,0,16.4,0,497.7
62.18,1.65,23.74,1199.0,28.36,1490.0,noite,prensa,5,29.1,0,670.4
78.1,2.723,32.76,2667.0,65.2,814.3,tarde,bomba,3,26.2,0,479.3
68.73,2.204,25.04,1354.0,54.22,2710.7,tarde,esteira,2,21.4,0,727.0
84.37,2.978,35.1,1141.0,81.39,4279.0,tarde,prensa,2,34.7,0,368.5
80.9,2.461,36.77,2752.0,75.83,2293.1,tarde,CNC,0,59.2,0,691.9
84.02,3.323,34.31,2016.0,80.62,951.4,manha,compressor,0,92.8,0,428.7
92.6,3.199,34.17,1953.0,88.56,2578.5,noite,compressor,3,47.5,0,502.2
79.05,2.902,34.09,2679.0,68.94,2777.8,tarde,CNC,2,47.8,0,339.0
77.05,2.101,32.08,1662.0,70.43,2954.7,tarde,esteira,4,46.7,0,584.9
73.96,2.059,29.24,2091.0,56.2,2610.2,tarde,compressor,3,16.4,0,534.7
78.6,3.366,27.63,2021.0,51.16,4606.6,manha,compressor,3,91.2,0,260.9
78.24,2.791,31.95,2537.0,60.47,1110.1,manha,CNC,1,112.0,0,306.7
83.17,3.456,34.81,2554.0,87.04,168.5,manha,CNC,1,143.4,0,309.5
76.9,2.101,31.25,1118.0,51.56,567.2,manha,prensa,1,42.4,0,453.7
86.48,3.977,37.53,2754.0,93.23,941.3,tarde,CNC,4,138.0,0,240.0
84.24,3.146,35.46,2696.0,75.0,3855.9,noite,CNC,2,98.9,0,308.8
70.79,2.936,31.63,1934.0,59.48,1909.5,manha,compressor,5,22.5,0,508.6
80.86,2.481,29.07,2325.0,66.64,5554.2,manha,bomba,1,29.8,0,365.1
71.21,1.946,29.91,2507.0,56.93,1052.3,tarde,bomba,4,60.1,0,595.3
81.39,2.504,31.72,2475.0,70.46,5490.3,manha,bomba,1,47.8,0,295.0
74.34,2.23,26.96,2657.0,40.08,1287.6,noite,CNC,1,19.2,0,534.5
86.38,2.839,36.59,2597.0,90.16,2070.8,manha,CNC,6,59.8,0,352.5
73.46,2.751,22.61,1538.0,45.41,661.9,manha,esteira,1,60.8,0,683.3
81.47,2.899,37.82,2292.0,89.38,5075.4,manha,bomba,2,98.1,0,459.8
82.61,3.028,31.3,2533.0,86.88,2251.4,noite,bomba,2,37.3,0,534.6
75.66,3.372,31.69,2474.0,67.63,7358.8,manha,bomba,2,30.5,0,668.9
79.64,3.126,39.65,1544.0,89.28,4393.5,tarde,esteira,5,15.4,0,591.4
69.39,2.421,32.46,2507.0,60.24,2038.6,manha,CNC,2,67.6,0,443.5
75.89,3.123,30.06,2010.0,55.62,1432.6,manha,compressor,1,62.3,0,317.8
90.01,3.274,34.85,2239.0,85.84,3956.0,noite,bomba,2,155.7,0,240.0
83.17,2.774,30.47,2017.0,60.43,2400.1,manha,compressor,2,93.8,0,578.4
64.68,1.202,28.19,1563.0,45.95,1380.8,manha,esteira,4,37.5,0,719.1
79.45,3.39,32.8,2598.0,80.99,2508.7,tarde,bomba,2,57.0,0,782.4
78.77,3.11,37.0,1549.0,90.89,493.1,noite,esteira,5,18.8,0,437.8
71.73,2.639,29.03,1351.0,66.52,2988.6,manha,esteira,1,42.1,0,640.9
77.05,2.816,31.47,2486.0,70.3,3335.1,manha,bomba,1,64.2,0,596.8
79.48,3.163,29.59,1014.0,61.39,1025.5,noite,prensa,0,160.4,0,547.4
75.29,2.684,31.41,2457.0,63.77,4678.3,tarde,bomba,4,26.0,0,850.5
66.8,2.68,27.15,1409.0,45.29,4116.4,noite,esteira,1,128.4,0,322.3
77.28,2.645,31.01,2140.0,43.16,2826.8,noite,compressor,1,67.1,0,560.8
77.97,2.293,30.86,2462.0,66.0,1222.7,tarde,bomba,2,92.4,0,341.7
66.58,0.886,21.71,2414.0,20.35,3453.6,tarde,bomba,4,55.6,0,1024.4
79.92,3.598,34.98,2529.0,72.12,1842.9,manha,CNC,3,32.7,0,519.8
89.56,3.412,36.33,1945.0,86.63,2650.3,tarde,compressor,4,124.0,1,1.0
76.81,2.6,29.86,1300.0,57.8,3649.1,tarde,prensa,2,39.9,0,654.5
71.28,3.031,30.07,2418.0,56.38,825.4,noite,bomba,0,89.0,0,595.6
86.23,2.911,33.42,2908.0,80.97,639.1,tarde,CNC,1,20.2,0,503.6
69.49,1.299,23.3,2124.0,26.74,1726.7,manha,compressor,1,24.7,0,815.9
83.1,2.944,36.05,2719.0,95.42,6652.1,tarde,CNC,1,9.8,0,448.8
76.46,3.459,31.23,2558.0,69.22,7534.0,tarde,CNC,2,51.2,0,475.1
84.34,3.044,33.82,1106.0,55.51,2948.3,tarde,prensa,7,67.2,0,398.4
80.05,2.859,32.07,2210.0,69.5,4183.4,noite,compressor,0,57.0,0,311.4
76.19,2.736,32.85,2009.0,70.55,2310.8,tarde,compressor,0,15.2,0,728.3
79.87,2.968,30.21,2222.0,86.25,2510.1,manha,bomba,2,25.1,0,457.5
81.66,3.078,33.52,2452.0,71.77,2069.2,tarde,CNC,4,91.4,0,240.0
68.11,2.42,28.92,2688.0,38.15,4479.7,tarde,CNC,1,36.8,0,691.8
81.13,2.837,31.98,1391.0,78.55,5590.5,noite,esteira,2,58.9,0,240.0
90.86,3.276,37.62,2202.0,83.66,2473.9,tarde,bomba,2,34.8,0,243.0
78.53,3.645,34.28,1457.0,85.32,2503.3,tarde,prensa,0,84.6,0,404.0
65.52,2.299,20.4,2132.0,33.15,2137.6,tarde,bomba,0,35.1,0,797.6
73.35,2.933,25.28,2005.0,41.39,5671.5,tarde,compressor,0,48.2,0,390.3
76.14,3.559,33.82,1681.0,86.8,3882.4,manha,esteira,2,107.2,0,240.0
85.16,2.959,35.45,1234.0,82.46,1202.4,noite,prensa,0,57.8,0,573.2
84.06,2.914,33.37,1805.0,79.33,6536.9,noite,esteira,3,27.6,0,624.3
76.61,2.693,32.31,1333.0,79.93,335.8,tarde,prensa,1,75.8,0,471.0
74.25,2.511,31.16,1361.0,62.95,5349.7,tarde,esteira,3,15.2,0,585.7
72.14,1.814,30.14,1619.0,52.44,4272.4,manha,esteira,3,26.6,0,597.0
76.22,2.569,30.66,2592.0,57.32,2478.6,tarde,CNC,1,16.4,0,633.8
90.56,3.424,34.49,1460.0,78.73,2441.2,tarde,esteira,3,86.0,0,240.0
69.11,2.451,25.49,1940.0,39.9,2206.6,tarde,compressor,1,72.1,0,694.8
82.86,2.679,35.39,2309.0,79.49,1243.6,manha,bomba,1,80.0,0,277.4
87.79,3.907,37.35,2439.0,98.55,6241.9,tarde,bomba,0,64.9,0,311.6
